username,content,label,clean_teks
msmyrrrz,"@notafanofsushi @adriansyahyasin Ngerti gak sih kalau kendaraan listrik itu gak lantas mengurangi polusi?

Kendaraan listrik hanya *memindahkan* polusi dan bencana alam ke negara bahan baku yg umumnya lebih miskin daripada negara pengguna. 

Kendaraan listrik massal itu masuk akal, lha kendaraan listrik pribadi?",0,"['ngerti', 'kendara', 'listrik', 'lantas', 'polusi', 'kendara', 'listrik', 'pindah', 'polusi', 'bencana', 'alam', 'negara', 'bahan', 'baku', 'miskin', 'negara', 'kendara', 'listrik', 'massal', 'masuk', 'akal', 'kendara', 'listrik', 'pribadi']"
aqil966,"kalau  semua kendaraan di Jakarta jadi kendaraan listrik overnight, tetap bakal macet dan polusi yang sumbernya selain dari kendaraan seperti industri atau pembangkit listrik tetap bakal masuk. Jadinya cuma mindahin sebagian sumber emisi aja kalau  transportasi umum gini gini aja.",0,"['kendara', 'jakarta', 'kendara', 'listrik', 'overnight', 'macet', 'polusi', 'sumber', 'kendara', 'industri', 'bangkit', 'listrik', 'masuk', 'mindahin', 'sumber', 'emisi', 'transportasi']"
dikasatrio,warga twitter tidak tahu-menahu bahwa alasanku menginginkan kendaraan listrik adalah berhemat,2,"['warga', 'twitter', 'nahu', 'alas', 'kendara', 'listrik', 'hemat']"
ikrarfahri,Kepingin beli kendaraan listrik,2,"['kepingin', 'beli', 'kendara', 'listrik']"
BJKT1Terpercaya,"Naiknya harga BBM menjadi momentum untuk kendaraan listrik, khususnya GESITS sebagai pilihan bagi masyarakat untuk mulai beralih dengan menggunakan kendaran listrik. Tidak hanya itu, WIMA ke depan akan berkomitmen untuk meningkatkan kualitas dan pelayanan, serta terus mendorong",2,"['harga', 'bbm', 'momentum', 'kendara', 'listrik', 'khusus', 'gesits', 'pilih', 'masyarakat', 'alih', 'kendara', 'listrik', 'wima', 'komitmen', 'tingkat', 'kualitas', 'layan', 'dorong']"
baedhowie,"@DitjenPK ada-ada aja cara pemerintah ""maksa"" rakyatnya beli kendaraan listrik yg tujuannya untuk memperkaya orang-orang tertentu di Indonesia dgn bisnis kendaraan listriknya.",0,"['perintah', 'maksa', 'rakyat', 'beli', 'kendara', 'listrik', 'tuju', 'kaya', 'orang', 'indonesia', 'bisnis', 'kendara', 'listrik']"
loey_jd,"@wahab_haphap @notafanofsushi @adriansyahyasin Tinggal liat bbrp tahun ke depan macetnya tetep sama aja cuma ganti aja yg macet kendaraan listrik 😅, ntar berarti konsumsi listrik makin naik, pembangkit listrik pasti bakal di perbanyak, limbah bakal makin parah, sutet² nambah lg ntar pd triak radiasi, ntar daya dinaikin lg",0,"['tinggal', 'lihat', 'macet', 'ganti', 'macet', 'kendara', 'listrik', 'arti', 'konsumsi', 'listrik', 'bangkit', 'listrik', 'limbah', 'parah', 'sutet', 'pd', 'teriak', 'radiasi', 'daya', 'dinaikin']"
jemanikobra,"@DitjenPK yg mampu beli kendaraan listrik masih orang kaya, sumber listrik masih dari batu bara, masa dibilang energi terbarukan, blunder mulu kalau o bikin kebijakan",0,"['beli', 'kendara', 'listrik', 'orang', 'kaya', 'sumber', 'listrik', 'batu', 'bara', 'bilang', 'energi', 'blunder', 'mulu', 'bikin', 'bijak']"
crypto_boyzzz,"@ediutomoputra @ghozihanif22 @andrekelv @adriansyahyasin kalau masalah mindahin pltu itu di luar bahasan ane, argumen ane adalah untuk menyadarkan masyarakat kalau kendaraan listrik MENGURANGI energi terbuang cuma-cuma karena macet, beda dengan kendaraan BBM. Kendaraan listrik juga masih early development",2,"['mindahin', 'pltu', 'bahas', 'argumen', 'sadar', 'masyarakat', 'kendara', 'listrik', 'energi', 'buang', 'macet', 'beda', 'kendara', 'bbm', 'kendara', 'listrik', 'early', 'development']"
crypto_boyzzz,"@ediutomoputra @ghozihanif22 @andrekelv @adriansyahyasin Duh mas, paham ga sih kalau kendaraan BBM itu mau dia gerak atau tidak selama mesin nyala energi akan terkuras di situ. kalau kendaraan listrik energi tidak akan terkuras besar, karena energi terkuras besar HANYA jika kendaraan bergerak. Ac dll itu konsumsi relatif gak besar",2,"['duh', 'paham', 'kendara', 'bbm', 'gerak', 'mesin', 'nyala', 'energi', 'kuras', 'situ', 'kendara', 'listrik', 'energi', 'kuras', 'energi', 'kuras', 'kendara', 'gerak', 'konsumsi', 'relatif']"
sweeteerthanyu,@liveformatchaa @christyo90 @adriansyahyasin @christmeister Mjb tp ga semua bisa langsung beralih ke mobil listrik kalau tidak ada uangnya.. kalau di jakarta sebenernya enak naik transport umum karena uda connecting kemana mana cuma sistem diperbarui lagi. N masalah jalan berbayar n pajak kendaraan harapannya biar pada pindah ke public transpr,0,"['langsung', 'alih', 'mobil', 'listrik', 'uang', 'jakarta', 'sebenernya', 'enak', 'transport', 'connecting', 'sistem', 'jalan', 'bayar', 'pajak', 'kendara', 'harap', 'biar', 'pindah', 'publik', 'transpr']"
aqiiil17,"@DitjenPK Kenapa gak transportasi umum saja diperbanyak? Kan tambah macet walau ganti kendaraan listirk.
Apa memang seluruh provinsi Indonesia listriknya tercukupi?
Coba ke pedalaman Kalimantan sana emang ada listrik?",0,"['transportasi', 'macet', 'ganti', 'kendara', 'listirk', 'provinsi', 'indonesia', 'listrik', 'coba', 'kalimantan', 'emang', 'listrik']"
boostsocmed,@adriansyahyasin Gamau beralih. Ga ad duit buat beli kendaraan listrik,0,"['alih', 'duit', 'beli', 'kendara', 'listrik']"
crypto_boyzzz,"@ghozihanif22 @andrekelv @adriansyahyasin Hooh gan, kalau macet mah tetep bikin  kena macet ini si kendaraan listrik. Tapi energi yang terbuang di kemacetan gaakan sebesar kendaraan BBM",2,"['juragan', 'macet', 'bikin', 'kena', 'macet', 'kendara', 'listrik', 'energi', 'buang', 'macet', 'kendara', 'bbm']"
BUMNJktMampu4,"Naiknya harga BBM menjadi momentum untuk kendaraan listrik, khususnya GESITS sebagai pilihan bagi masyarakat untuk mulai beralih dengan menggunakan kendaran listrik. Tidak hanya itu, WIMA ke depan akan berkomitmen untuk meningkatkan kualitas dan pelayanan,",2,"['harga', 'bbm', 'momentum', 'kendara', 'listrik', 'khusus', 'gesits', 'pilih', 'masyarakat', 'alih', 'kendara', 'listrik', 'wima', 'komitmen', 'tingkat', 'kualitas', 'layan']"
arunreksa_,"Saya cinta kendaraan listrik 
Saya cinta infrastruktur transportasi publik 
Saya cinta energi nukalau ir 
Saya cinta energi terbarukan",2,"['cinta', 'kendara', 'listrik', 'cinta', 'infrastruktur', 'transportasi', 'publik', 'cinta', 'energi', 'nukalau', 'ir', 'cinta', 'energi']"
crypto_boyzzz,"@aswidhafm @adriansyahyasin Karena di kendaraan listrik apabila dia diam berarti tidak ada aliran listrik yang digunakan untuk menggerakkan mobil jadi energi yang berkurang akan jauh lebih sedikit bila dibandingkan kendaraan BBM. Mungkin kalau di hp, yang paling banyak menguras baterai itu... (2/x)",2,"['kendara', 'listrik', 'diam', 'arti', 'alir', 'listrik', 'gerak', 'mobil', 'energi', 'banding', 'kendara', 'bbm', 'hp', 'uras', 'baterai']"
crypto_boyzzz,"@aswidhafm @adriansyahyasin Jujur kalau dipadanin sama komputer ane kurang paham. Tapi kalau di kendaraan BBM kan dalam keadaan macet mau mobil gerak atau tidak mesin akan tetap nyala kan? Nah itu bahan bakar akan tetap dibakar oleh mesin, sedangkan di kendaraan listrik etidak (1/x)",2,"['jujur', 'dipadanin', 'komputer', 'paham', 'kendara', 'bbm', 'macet', 'mobil', 'gerak', 'mesin', 'nyala', 'bahan', 'bakar', 'bakar', 'mesin', 'kendara', 'listrik', 'etidak']"
yaboihady,"@adriansyahyasin Menghindari emisi karbon pake kendaraan listrik, tapi kalau sumber energi listriknya aja masih mengandalkan PLT batu bara sih ya tetep aja gak akan kemana2 ini masalahnya.",0,"['hindar', 'emisi', 'karbon', 'pakai', 'kendara', 'listrik', 'sumber', 'energi', 'listrik', 'andal', 'plt', 'batu', 'bara']"
itsbryl,@adriansyahyasin @rosiiyuliaaa kendaraan listrik cuma lifestyle bukan solusi kemacetan.,0,"['kendara', 'listrik', 'gaya', 'hidup', 'solusi', 'macet']"
iwankecil,"@adriansyahyasin lebih bagus macet mobil listrik lah kagak berasap. Tujuan kemudahan mobil listrik itu kan demi ikutan ratifikasi masalah lingkungan bukan utk mengatasi kemacetan, dan Indonesia sendiri punya komitmen 2060 bebas kendaraan berasap.",2,"['bagus', 'macet', 'mobil', 'listrik', 'asap', 'tuju', 'mudah', 'mobil', 'listrik', 'ratifikasi', 'lingkung', 'macet', 'indonesia', 'komitmen', 'bebas', 'kendara', 'asap']"
jokowizz_,"@Aldinekaue @Naru_Aja @Badanamu8 @adriansyahyasin Masalahnya problem di indo ga cuma polusi udara. kalau ditrackback jalanan macet karena orang prefer kendaraan pribadi, yg penyebabnya transport umum jelek. Jadi dua masalah ini sebenernya bisa diselesain dengan satu solusi, tp kalau mobil listrik cuma solve masalah polusi aja",0,"['problem', 'indonesia', 'polusi', 'udara', 'ditrackback', 'jalan', 'macet', 'orang', 'prefer', 'kendara', 'pribadi', 'transport', 'jelek', 'sebenernya', 'diselesain', 'solusi', 'mobil', 'listrik', 'solve', 'polusi']"
Aldinekaue,@kueT_T @Naru_Aja @Badanamu8 @adriansyahyasin Setidaknya dengan mobil listrik polusi kendaraan ditekan. Urusan pembangkit listrik ada opsi nuklir. Walaupun sekarang belum diimplementasikan tp setidaknya ada opsi selain batu bara. kalau  BBM apa ada cara tambang tidak polusi?,2,"['mobil', 'listrik', 'polusi', 'kendara', 'tekan', 'urus', 'bangkit', 'listrik', 'opsi', 'nuklir', 'implementasi', 'opsi', 'batu', 'bara', 'bbm', 'tambang', 'polusi']"
Kirki_22,"@frankeusten Atau memberikan layanan kepada user kendaraan listrik biar masyarakat lebih banyak menggunakan kendaraan listrik yg 0 emisi jadi masalah polusi nya hanya ada di saat produksi listrik
Menurut gw sih lebih bijak make opsi kedua.",2,"['layan', 'user', 'kendara', 'listrik', 'biar', 'masyarakat', 'kendara', 'listrik', 'emisi', 'polusi', 'produksi', 'listrik', 'bijak', 'pakai', 'opsi']"
diamondbritee,"@frankeusten Emang lebih hemat mas, coba compare sama penggunaan bbm lebih efisien kendaraan listrik btw.",2,"['emang', 'hemat', 'coba', 'compare', 'bbm', 'efisien', 'kendara', 'listrik', 'ngomong', 'ngomong']"
SIGuntukIDN,"Naiknya harga BBM menjadi momentum untuk kendaraan listrik, khususnya GESITS sebagai pilihan bagi masyarakat untuk mulai beralih dengan menggunakan kendaran listrik. Tidak hanya itu,",2,"['harga', 'bbm', 'momentum', 'kendara', 'listrik', 'khusus', 'gesits', 'pilih', 'masyarakat', 'alih', 'kendara', 'listrik']"
arja_raihan,"@ekky1995 Kendaraan listrik memang bukan solusi kemacetan, tetapi kendaraan listrik adalah solusi untuk mengurangi polusi udara.",2,"['kendara', 'listrik', 'solusi', 'macet', 'kendara', 'listrik', 'solusi', 'polusi', 'udara']"
syarif_acil,@Fianarditya IMO kalau ada pengecualian buat kendaraan listrik sih sama aja mindahin orang dari kendaraan BBM ke kendaraan listrik,0,"['kecuali', 'kendara', 'listrik', 'mindahin', 'orang', 'kendara', 'bbm', 'kendara', 'listrik']"
IbnuRashyd,"@dyotaa @adriansyahyasin Seharusnya pempus bisa menstimulus transum listrik dong bukan malah menstimulus kendaraan listrik pribadi, pemda juga udah di protes habis-habisan gerak kesana aja lelet banget tuh liat Bandung yang udah gile macetnya baru jalan berapa hari bis listriknya udah gajalan lagi.",0,"['pempus', 'stimulus', 'transum', 'listrik', 'stimulus', 'kendara', 'listrik', 'pribadi', 'pemda', 'protes', 'habis', 'habis', 'gerak', 'kesana', 'lelet', 'banget', 'lihat', 'bandung', 'gila', 'macet', 'jalan', 'habis', 'listrik', 'jalan']"
teajusplastik,"@DitjenPK Mending fokus perbanyak dan permudah naik kendaraan umum macem bus, kereta kayak di negara² maju gk sih. Lagian tenaga terbarukan juga kan pasti listrik dan listrik dr bahan bakar fosil yg pasti ada abisnya. 
Gini amat yah kerja sama indo korea nih maksa btul🙃",0,"['mending', 'fokus', 'mudah', 'kendara', 'macem', 'bus', 'kereta', 'negara', 'maju', 'tenaga', 'listrik', 'listrik', 'bahan', 'bakar', 'fosil', 'abis', 'kerja', 'indonesia', 'korea', 'maksa']"
BumnMedsos,"Naiknya harga BBM menjadi momentum kendaraan listrik, khususnya GESITS sbg pilihan masyarakat mulai beralih menggunakan kendaran listrik. WIMA ke depan akan berkomitmen utk meningkatkan kualitas dan pelayanan, serta trs mendorong perluasan pasar utk spd motor listrik GESITS.",2,"['harga', 'bbm', 'momentum', 'kendara', 'listrik', 'khusus', 'gesits', 'pilih', 'masyarakat', 'alih', 'kendara', 'listrik', 'wima', 'komitmen', 'tingkat', 'kualitas', 'layan', 'dorong', 'luas', 'pasar', 'spd', 'motor', 'listrik', 'gesits']"
pakradensiahaan,@DitjenPK Tujuannya biar masyarakat lebih milih kendaraan listrik. Targetnya menyelamatkan bumi dari kehancuran polusi.,2,"['tuju', 'biar', 'masyarakat', 'milih', 'kendara', 'listrik', 'target', 'selamat', 'bumi', 'hancur', 'polusi']"
Aries_seriess,"@Badanamu8 @adriansyahyasin Solusinya cm 1, transportasi umum berbasis kendaraan listrik",0,"['solusi', 'transportasi', 'bas', 'kendara', 'listrik']"
Aries_seriess,"@DitjenPK Halo tahukah kamu daripada kita menggalakkan kendaraan listrik, lebih baik kita menggalakkan transportasi umum

Manfaatnya lebih besar",0,"['halo', 'galak', 'kendara', 'listrik', 'galak', 'transportasi', 'manfaat']"
aqshalkun,"Well, point yang sebenarnya mau gw bahas itu, masih banyak banget loh masalah yang lebih perlu diutamakan sebelum ke pergantian ke kendaraan listrik ini. Tapi pemerintah wakanda memilih untuk skip dulu semua step, dan langsung masuk ke ""ganti ke kendaraan ke listrik"".",0,"['well', 'point', 'bahas', 'banget', 'utama', 'ganti', 'kendara', 'listrik', 'perintah', 'wakanda', 'pilih', 'skip', 'step', 'langsung', 'masuk', 'ganti', 'kendara', 'listrik']"
aqshalkun,"Sampe pemerintah pun ngikut aje suruh bikinin aturan macem-macem biar warganya pake itu kendaraan listrik, contohnya macem tax amnesty sampe bus kota yang sekarang udah beberapa diganti jadi bus listrik (padahal nih ye, bus sebelumnya masih banyak yang bagus, sekarang mangkrak)",0,"['perintah', 'ngikut', 'suruh', 'bikinin', 'atur', 'macem', 'biar', 'warga', 'pakai', 'kendara', 'listrik', 'contoh', 'macem', 'tax', 'amnesty', 'bus', 'kota', 'ganti', 'bus', 'listrik', 'ye', 'bus', 'bagus', 'mangkrak']"
mrifkyrv,@Badanamu8 @adriansyahyasin Macet kendaraan dalam keadaan diem itu asepnya lebih banyak ketimbang kendaraan jalan. Jadi berasa banget sesek di paru2 kalau naik motor even udah maskeran. Jd kendaraan listrik still better kayanya 😂,2,"['macet', 'kendara', 'diem', 'asepnya', 'ketimbang', 'kendara', 'jalan', 'asa', 'banget', 'sek', 'paru', 'motor', 'even', 'masker', 'kendara', 'listrik', 'better', 'kaya']"
ur_s1ster,@adriansyahyasin Sebelum bilang kendaraan listrik ya seharusnya rubah dulu pembangkitnya memjadi yb rendah emisi,0,"['bilang', 'kendara', 'listrik', 'rubah', 'bangkit', 'memjadi', 'yb', 'rendah', 'emisi']"
IbnuRashyd,@dyotaa @adriansyahyasin Transportasi umum itu CO2 footprint per orangnya tetep lebih rendah dari mobil listrik pribadi hadehh. kalau pun macet tetep aja  energi yang dibuang lebih banyak mau semua kendaraan jadi mobil listrik juga,0,"['transportasi', 'cowok', 'footprint', 'orang', 'rendah', 'mobil', 'listrik', 'pribadi', 'hadehh', 'macet', 'energi', 'buang', 'kendara', 'mobil', 'listrik']"
ehanosa,"@dyotaa @adriansyahyasin kalau pemerintah pinter mah ganti transportasi publik pake kendaraan listrik sambil alokasiin budget untuk improve transportasi public itu sendiri, double benefitnya kan ? 

Bukan ngesubsidi kendaraan listrik pribadi 😭",0,"['perintah', 'pintar', 'ganti', 'transportasi', 'publik', 'pakai', 'kendara', 'listrik', 'alokasiin', 'budget', 'improve', 'transportasi', 'publik', 'double', 'benefitnya', 'ngesubsidi', 'kendara', 'listrik', 'pribadi']"
RidwanMuhammadd,Bagi negara negara yang sudah melakukan pengembangan energi terbarukan (nukalau ir) menurut saya adalah hal yang tepat untuk memakai kendaraan listrik untuk mengurangi polusi CO2 yang dihasilkan kendaraan bermotor,2,"['negara', 'laku', 'kembang', 'energi', 'nukalau', 'ir', 'pakai', 'kendara', 'listrik', 'polusi', 'cowok', 'hasil', 'kendara', 'motor']"
R_Godanggg,"@Badanamu8 @adriansyahyasin Tapi tambang utk batrenya merusak lingkungan juga. Solusinya bukan kendaraan listrik semata, tp kendaraan umum yg listrik. Kendaraan pribadi batasin",0,"['tambang', 'batrenya', 'rusak', 'lingkung', 'solusi', 'kendara', 'listrik', 'kendara', 'listrik', 'kendara', 'pribadi', 'batasin']"
fakbnget,"masih soal kendaraan listrik, di negara ini sistem pembangkit listriknya masih pake batubara jadi kayak sama anjir kaga ada ramah lingkungannya. suka aneh2 emang pemerintahnya.",0,"['kendara', 'listrik', 'negara', 'sistem', 'bangkit', 'listrik', 'pakai', 'batubara', 'anjir', 'ramah', 'lingkung', 'suka', 'aneh', 'emang', 'perintah']"
dyotaa,@showm4ker_ @adriansyahyasin Dunia sdng mengatur polusi yg makin parah dampak ke atmosfir bumi mkny bertahap. Sumbangan polusi trbnyk dr kendaraan. Di ubah dlu dr kend konvensional k listrik agr napas lu lebih segar di tmpt umum. Maka dr itu bertahap. kalau  semua d ubah scr bersama dampak pengangguran jd besar,2,"['dunia', 'atur', 'polusi', 'parah', 'dampak', 'atmosfir', 'bumi', 'mkny', 'tahap', 'sumbang', 'polusi', 'kendara', 'ubah', 'kend', 'konvensional', 'listrik', 'agr', 'napas', 'segar', 'tahap', 'ubah', 'dampak', 'anggur']"
goyangdombreeat,"@adriansyahyasin Ini yg ditakutkan kedepan. Saat masyarakat kita euforia penggunaan kendaraan listrik akan ada imbas industri yg terimbas. Mungkin saja ojol sepi order, dan bisa saja kehabisan stok komponen batteray krn bagaimanapun batteray/aki akan ada masa pakainya",0,"['takut', 'masyarakat', 'euforia', 'kendara', 'listrik', 'imbas', 'industri', 'imbas', 'ojol', 'sepi', 'order', 'habis', 'stok', 'komponen', 'batteray', 'batteray', 'aki', 'pakai']"
dyotaa,@showm4ker_ @adriansyahyasin Ya gk 100% green energy tp 100% green emisi. PLTU hny di beberapa titik gk seperti kendaraan yg titik polusinya banyak dan menyebar. Jd bayangin kalau  semua kend ganti ke listrik. Titik2 polusi banyak akan menghilang. Ya walau pltu masih ada toh semua bertahap gk terus semua d ubah,2,"['green', 'energy', 'green', 'emisi', 'pltu', 'titik', 'kendara', 'titik', 'polusi', 'sebar', 'bayangin', 'kend', 'ganti', 'listrik', 'titik', 'polusi', 'hilang', 'pltu', 'tahap', 'ubah']"
yipyipya,@DitjenPK Lebih baik perbaiki transportasi publik kyk mrt or busway gk sih. Apapun bahan bakarnya kalau  untuk pemakaian pribadi pasti bikin macet. Toh kendaraan listrik gk green2 amat. Saran aja,0,"['transportasi', 'publik', 'mrt', 'or', 'busway', 'bahan', 'bakar', 'pakai', 'pribadi', 'bikin', 'macet', 'kendara', 'listrik', 'green', 'saran']"
AjiCimoL,Emang kalau secara langsung diliat kendaraan listrik dapat mengurangi polusi dibanding kendaraan yang masih memakai BBM.,2,"['emang', 'langsung', 'lihat', 'kendara', 'listrik', 'polusi', 'banding', 'kendara', 'pakai', 'bbm']"
menantupresiden,"@adriansyahyasin Hmm tapi kayaknya dari awal mobil listrik ini digaungkan bukan sebagai solusi kemacetan sih.
kalau  masalah kemacetan ya harus dengan pengurangan jumlah kendaraan dan jelas solusinya transportasi umum.",0,"['kayak', 'mobil', 'listrik', 'gaung', 'solusi', 'macet', 'macet', 'kendara', 'solusi', 'transportasi']"
fakbnget,"Sebenernya seruan peralihan ke kendaraan listrik juga bagian dari otak pembisnis, makanya gencar banget nih istilah beralih ke kendaraan ramah lingkungan. Padahal campaign yang bagus dari pemerintah tuh harusnya ""saatnya beralih ke layanan transportasi publik"" gitu lhooo",0,"['sebenernya', 'seru', 'alih', 'kendara', 'listrik', 'otak', 'bisnis', 'gencar', 'banget', 'istilah', 'alih', 'kendara', 'ramah', 'lingkung', 'campaign', 'bagus', 'perintah', 'alih', 'layan', 'transportasi', 'publik', 'lhooo']"
AjiCimoL,Kendaraan yg make bbbm ke listrik tuh cuma mindahin cara polusi aja gaksi? kalau pembangkit listrik di Indonesia yg dominan nya masih dr batubara,0,"['kendara', 'pakai', 'bbbm', 'listrik', 'mindahin', 'polusi', 'gaksi', 'bangkit', 'listrik', 'indonesia', 'dominan', 'batubara']"
AhdiatMzm,"@DitjenPK Bohong, mana ada energi terbarukan kalau  sumbernya dari baturbara. Kecuali kebutuhan listrik negara ini 100% tidak ketergantungan dari bahan fosil. Belum baterainya yang akan mencemari bumi. Sama saja kendaraan listrik atau konvensional tidak ramah lingkungan.",0,"['bohong', 'energi', 'sumber', 'baturbara', 'kecuali', 'butuh', 'listrik', 'negara', 'gantung', 'bahan', 'fosil', 'baterai', 'cari', 'bumi', 'kendara', 'listrik', 'konvensional', 'ramah', 'lingkung']"
avocryd0_0,"@adriansyahyasin padahal kendaraan berbasis listrik itu bkn buat ngurangin macet banh, ngurangin emisi karbon ",2,"['kendara', 'bas', 'listrik', 'macet', 'emisi', 'karbon']"
Gr33d15900d,"@adriansyahyasin Belum lagi itu kendaraan listrik pas habis baterainya, infrastruktur belum memadai semakin runyam dah itu jalanan",0,"['kendara', 'listrik', 'habis', 'baterai', 'infrastruktur', 'runyam', 'jalan']"
KameZura,"@paskalisnanda Kontranya sama aja nan kalau pake kendaraan listrik non umum, tetep bikin macet",0,"['kontra', 'nan', 'pakai', 'kendara', 'listrik', 'bikin', 'macet']"
crypto_boyzzz,"@aswidhafm @adriansyahyasin Kendaraan listrik beda sama kendaraan BBM mas, kalau kendaraan BBM saat idle dia harus menghisap bbm agar mesin tidak mati. kalau listrik ketika idle energi tidak berkurang, paling hanya untuk auxiliary seperti ac, layar, musik, dkk. Sama kaya hp mas kalau idle. Jd ga butuh colokan",2,"['kendara', 'listrik', 'beda', 'kendara', 'bbm', 'kendara', 'bbm', 'idle', 'menghisap', 'bbm', 'mesin', 'mati', 'listrik', 'idle', 'energi', 'auxiliary', 'layar', 'musik', 'kawan', 'kaya', 'hp', 'idle', 'butuh', 'colok']"
sisigelap_adit,"Bukan gamau beralih ke kendaraan listrik, cuma kita belakangan aja ngikutnya. Untuk awal2 ini biasanya permasalahan maintenance nya belum merata.",1,"['alih', 'kendara', 'listrik', 'ngikutnya', 'maintenance']"
citizen_jurnal,"menghapus Pajak Barang Mewah, maka Kendaraan tsb bukan lagi barang Mewah dan diharapkan Kendaraan Listrik dan Hybrid menjadi Kendaraan Rakyat utk menggantikan Kendaraan BBM Konvensional demi penghematan pemakaian BBM...",2,"['hapus', 'pajak', 'barang', 'mewah', 'kendara', 'barang', 'mewah', 'harap', 'kendara', 'listrik', 'hybrid', 'kendara', 'rakyat', 'ganti', 'kendara', 'bbm', 'konvensional', 'hemat', 'pakai', 'bbm']"
ridhornld,"Skrg kendaraan apa2 listrik harganya masih mahal, nanti kalau udah rame dan harganya mulai murah listriknya yang mahal 😂",0,"['kendara', 'listrik', 'harga', 'mahal', 'ramai', 'harga', 'murah', 'listrik', 'mahal']"
korantempo,"Halo, Pembaca.

Pemerintah menyiapkan berbagai strategi untuk mencapai target pertumbuhan ekonomi di 2023. Salah satunya dengan subsidi kendaraan listrik. 

Apakah menurut Anda, rencana ini akan efektif?
#KoranTempo",1,"['halo', 'baca', 'perintah', 'strategi', 'capai', 'target', 'tumbuh', 'ekonomi', 'salah', 'subsidi', 'kendara', 'listrik', 'rencana', 'efektif']"
BVOICE_RADIO,"Buat mengantisipasi resesi di tahun depan, ekonom minta pemerintah buat mengkaji ulang rencana subsidi kendaraan listrik! ⚡️ #MorningVoice",1,"['antisipasi', 'resesi', 'ekonom', 'perintah', 'kaji', 'ulang', 'rencana', 'subsidi', 'kendara', 'listrik']"
riskasukabawel,"ke depan Indonesia harus mampu mengembangkan ekosistem kendaraan listrik demi mengejar target nol emisi karbon. 
Tolak Paksa Ekspor 
#HilirisasiSDA",2,"['indonesia', 'kembang', 'ekosistem', 'kendara', 'listrik', 'kejar', 'target', 'nol', 'emisi', 'karbon', 'tolak', 'paksa', 'ekspor']"
dimas___rd,"Kendaraan listrik bukanlah solusi, hanya nambah problem sj.",0,"['kendara', 'listrik', 'solusi', 'problem']"
akuiyong,"Kita, lebih tepatnya gw, belum terbiasa dg keberadaan pengendara yg pake motor dan mobil listrik, kyk kaget bgt gt loh tiba2 ada disamping, tiba2 nyalip, tiba2 muncul 😭  sunyi senyap menjerumuskan 😂

Wah susah nih masa transisi adaptasi kendaraan listrik dijalanan umum 🥺😂",0,"['kendara', 'pakai', 'motor', 'mobil', 'listrik', 'kaget', 'banget', 'samping', 'nyalip', 'muncul', 'sunyi', 'senyap', 'jerumus', 'susah', 'transisi', 'adaptasi', 'kendara', 'listrik', 'jalan']"
Rangga_Wira_,"Apa iya GOTO sengaja di kerek turun buat bandar akumulasi dan retail pada panik jualan, nanti bakalan dinaikin lagi karena ada isue kendaraan listrik dan disana waktunya distribusi…",0,"['goto', 'sengaja', 'kerek', 'turun', 'bandar', 'akumulasi', 'retail', 'panik', 'jual', 'dinaikin', 'isue', 'kendara', 'listrik', 'distribusi']"
pynoy74,Bodohnya aku dulu mikir kalau  kendaraan listrik itu adalah kendaraan yang jalannya pakai jalur kabel2 listrik semacam ada jalurnya sendiri kayak kereta begitu 😬,1,"['berfikir', 'kendara', 'listrik', 'kendara', 'jalan', 'pakai', 'jalur', 'kabel', 'listrik', 'jalur', 'kereta']"
giffavale,"Makin hari macetnya makin gajelas aja ya 
Lama"" pegel juga nyetir 3 pedals 
Semoga 3 tahun lagi bisa beli kendaraan listrik biar bisa one pedals aja gak pegel lagi",2,"['macet', 'pegal', 'nyetir', 'pedals', 'beli', 'kendara', 'listrik', 'biar', 'one', 'pedals', 'pegal']"
greatleebon,Subsidi kendaraan listrik seharusnya disertai dgn tingkat TKDN yg tinggi karena jika komponen impor lebih tinggi yg diuntungkan adalah para importir kendaraan listrik.,1,"['subsidi', 'kendara', 'listrik', 'tingkat', 'tkdn', 'komponen', 'impor', 'untung', 'importir', 'kendara', 'listrik']"
muhammadfrhaan,"Faedahnya apa ya subsidi kendaraan listrik, kenapa dananya tidak dipakai buat pengembangan public transport?🤔",0,"['faedah', 'subsidi', 'kendara', 'listrik', 'dana', 'pakai', 'kembang', 'publik', 'transport']"
RadioIdolaSMG,"Topik Diskusi Pagi ini: Untuk Mendorong Penggunaan Kendaraan Listrik, Perlukah Subsidi Negara?. Berikut pendapat Anggota Komisi XI DPR RI dari Fraksi PKS;  Ahmad Junaedy Auli #NOW #LIVE #TOPIK #kendaraanlistrik #subsidi @PKSejahtera",1,"['topik', 'diskusi', 'pagi', 'dorong', 'kendara', 'listrik', 'subsidi', 'negara', 'anggota', 'komisi', 'xi', 'dpr', 'fraksi', 'pks', 'ahmad', 'junaedy', 'auli']"
Fadlin10247517,"Rakyat masih merasakan ""sakit"" akibat pemangkasan subsidi pupuk, pengurangan subsidi BBM, hitidak pembatasan subsidi listrik. Anehnya, pemerintah kok malah memberikan subsidi untuk pembelian kendaraan listrik, apalagi subsidi tersebut tentu bersumber dari APBN.",0,"['rakyat', 'sakit', 'akibat', 'mangkas', 'subsidi', 'pupuk', 'subsidi', 'bbm', 'batas', 'subsidi', 'listrik', 'aneh', 'perintah', 'subsidi', 'beli', 'kendara', 'listrik', 'subsidi', 'sumber', 'apbn']"
