datetime,username,content,label
09/06/2022,diemlobgst,Udah paling bener pake motor listrik aja,positif
09/06/2022,Nofri37081003,@Ummu_adhel Hahaha... Sudah jelas utk makan aja susah disuruh beli motor listrik gmn logikanya.... Hancur... Hancur..,negatif
09/06/2022,Dediy_orlando,@todaro_tody @detikcom @detik_jabar @ridwankamil Lebih murah sebenernya motor listrik atau mobil lebih irit juga sudah banyak yang pakai selain @ridwankamil ya ini cuman saran aja sebenernya,positif
09/06/2022,BLVCKMlNDS,@Faaaiisss paling bener motor listrik,positif
09/06/2022,karungcokalau at,Akhirnya pernah naik motor listrik juga seru sekali,positif
09/06/2022,azka_kimi,"@detikcom @detik_jabar siap nabung dulu pa gub buat beli motor listrik.
pemikiran spt ini wajar dr emil karena dia konsisten dukung pakai kendaraan listrik dan dukung pabrik bikin kendaraan listrik d jabar",positif
09/06/2022,abaysugoii,"Motor listrik lagi otw manufaktur nya, Astra udh buat perusahaan sendiri khusus motor listrik. Sekarang subcountnya udh mulai produksi part2 untuk motor listrik.",netral
09/05/2022,rifqirmdhn20,"@detikcom @detik_jabar Nanti beralih ke motor listrik, jalan setahun 2 tahun listrik ikutan mahal wkwkw",negatif
09/05/2022,gibranjgaja,"BBM naik, ayo dong produksi motor listrik yang bagus",positif
09/05/2022,tifasyilvia,"Motor listrik cakep cakep skrg, harganya juga cakeup",positif
09/05/2022,plutonian10,Ga enak njir di bonceng motor listrik nya @GrabID,negatif
09/05/2022,Irhamfadhilah_,jadi pengen punya motor listrik motif gojek,positif
09/05/2022,agsrhmd,@txtdariojoll Pengen pake motor grab listrik,positif
09/05/2022,OXVR25,Beli motor listrik gak perlu antri panas panas,positif
09/05/2022,catatanibnuraad,@RadioElshinta Sepertinya saya ingin ganti motor listrik saja lebih hemat dan efisien dari sisi penggunaan bahan bakar sekaligus ramah untuk lingkungan.,positif
09/05/2022,chikomaith,Keren sih... Jadi pingin punya motor listrik,positif
09/05/2022,chikomaith,Pertama kali mesen grab bike dapet nya motor listrik....,netral
09/05/2022,Aldamar83697681,"@Dennysiregar7 Udah mulai kepikiran jual motor yang bahan bakar BBM, diganti dengan yang listrik.",positif
09/05/2022,Stakof,Beli motor listrik aja apa sangat menarik,positif
09/05/2022,dhanirell,saatnya pindah ke motor listrik,positif
09/05/2022,ningtwo7,"BBM naik, gue pengen beli motor listrik aja deh",positif
09/05/2022,Anditeman_,"@Dennysiregar7 Jg inget dulu konversi minyak tanah ke gas, banyak sekali yg kontra, banyak yg ngeluh segala macem, kalau o ini merupakan titik awal konversi BBM ke listrik sy setuju, tp ingat! !! tlg pemerintah untuk membuat mobil/motor listrik lebih terjangkau... 

Beli GESIT ah...",positif
09/05/2022,Bagindaa98,@BabehOjol Pakai motor listrik saja beh. Biar ga mikirin bbm ,positif
09/05/2022,_ryannugraha,@brianarfath29 Beli motor listrik aja kak,positif
09/05/2022,jackdaniel_hsb,@Dennysiregar7 Motor listrik bukan solusi skrg ini krn infrastruktur pendukungnya blm mencukupi. Memang kau pikir charging station utk electric vehicle udh tersedia dimana2? Mulutmu sih asal ngomong tapi otakmu gak kau pakai.,negatif
09/05/2022,Fahmilie,motor mobil listrik pajaknya murah banget. Makin ga ragu buat beli kalau ada uangnya.,positif
09/05/2022,muhammadromly98,Beli motor listrik sabi keknya bbm naek mulu mah,positif
09/05/2022,LambYouThoo,Bbm naik mending beli motor listrik. Pengen beli mobil listrik tapi mahal,positif
09/05/2022,vikomuhxmad,kalau punya rejeki mau beli motor listrik,positif
09/04/2022,hyungalah,"@Dennysiregar7 Buat beli bbm aja ngos2an ini lagi suruh beli motor listrik baru 
Lagian molis2 skrg masih belom oke, batre gede2, bagasi ga ada, ga bisa muat barang banyak
Bukannya bagusin angkutan umum malah jualan motor listrik, padahal listrik juga sumbernya dari bahan bakar fosil",negatif
09/04/2022,adjin_,"@worksfess Lu kerja PP seberapa jauh?

kalau  cuma 10km-an mening beli motor listrik baru yg batre nya bisa dicopot. ‚",positif
09/04/2022,johanmorgann,@Dennysiregar7 Terbukti irit Pakai motor listrik 80%,positif
09/04/2022,johanmorgann,GW udh buktikan sendiri pakai MOTOR LISTRIK Hemat banget dibanding pakai BBM,positif
09/04/2022,johanmorgann,BBM Pertalite NAIK beli motor Listrik lebih hemat sampai 70% dr motor pakai BBM cuss,positif
09/04/2022,bdleonanda,"Migrasi kendaraan bermotor (mesin pembakaran dalam) ke kendaraan listrik mengakibatkan kebutuhan listrik sangat tinggi. Saya tidak bisa membayangkan akibatnya ketika motor, dan mobil beralih ke kendaraan listrik. PLN pasti tidak sanggup memenuhi kebutuhan listrik tersebut.",negatif
09/04/2022,lutfiulfah,pengen ganti motor listrik aja rasanya,positif
09/04/2022,annozaen,"@Dennysiregar7 sangat setuju bila perlu PAK.@jokowi Bersama  pemerintah ikut membantu regulasi penjualan mobil2 listrik atau motor dengan harga yg di subsidi atau TERJANGKAU untuk para driver2 online atau ojol supaya negara tidak lagi terbebani subsidi BBM,,  kedepannya",positif
09/04/2022,LeeCLison,Kayanya emg butuh motor listrik buat harian,positif
09/04/2022,herygunarto,"@Hilmi28 Mending siap2 pindah ke motor listrik drpd ribut soal bbm yg sudah pasti lama lama juga habis, kejar motor listrik ntar lama2 bbm akan ditinggalkan",positif
09/04/2022,cantonaisme,"Buat anter bocah ke sekolah kek nya pilihan paling tepat motor listrik ini. 

Rute gak lewat pom bensin. 

Istri paling mager urusan isi bensin ‚ ‚ ‚",positif
09/04/2022,Junery_jr91,@Dennysiregar7 Sama gue mau beli motor listrik juga.,positif
09/04/2022,EmbungAmat,"@Dennysiregar7 Mulut lu bau den kaya kentut, nyuruh orang beli motor listrik lu pikir motor listrik murah ? Belum lagi pengisiannya masih jarang, dan lu sendiri juga masih pake kendaraan bensin, sehat lu ? Ohh iya udah gila dari dulu chuakss",negatif
09/04/2022,summerlemonnn,@aindraku Yang di kota sudah saatnya beralih ke sepeda biasa atau motor listrik,positif
09/04/2022,42pww,"@KakakMade Gak mesti gitu sih, karena motor listrik dinamo itu memang efisien banget. Mau itu listriknya dari minyak sekalipun, penggunaan minyaknya lebih dikit dibanding mesin berpiston. Realitanya coba lihat mobil Hybrid Nissan Kick e-Power itu.",positif
09/04/2022,rezucks,@diazdiandra Yassss coba motor listrik deh wkwkw menarik,positif
09/04/2022,N_besarr,menarik jg motor listrik,positif
09/04/2022,icuysadica,pengen ngredit motor listrik rasanya,positif
09/04/2022,aduhgainget,"@lhmlmsyh_ btull, harusnya beli motor listrik aj",positif
09/04/2022,yrchmx,@worksfess mnding beli motor listrik,positif
09/04/2022,alhabib_rexa,Memang waktu yang tepat buat ganti ke motor listrik ‚‚ cuman charging paling cuman bisa di rumah doang ‚,positif
09/04/2022,dindrige,@ubegebe1 Semua sepeda motor listrik tidak recommended.,negatif
09/04/2022,titimarit1,"Dengan naiknya harga BBM ini jadi kepikiran beli motor listrik, tapi manufaktur motor listrik yang masuk Indo masih belum meyakinkan.",netral
09/04/2022,BegawanBima,"Pemerintah harusnya masif mengganti kendaraan dinas yg tua ke kendaraan listrik, wajibkan tahun 2023 anggaran pengadaan R2 wajib motor listrik. Bangun shelter panel surya di kantor pemerintah untuk isi batre. SPBU siapkan pengisian batre.",positif
09/04/2022,fikrikeyc,"isi bensin motor yg cums kurang 2 bar aja skrg dapetnya 24k lho, waw sekali kenaikan bbm duniawi kali ini. jadi ingin pake speda/skuter listrik aja rasanya",positif
09/04/2022,achmadfadhil__,"Setelah gue pikir pikir, bener deh udah saatnya menuju energi terbaharukan. Seperti mobil listrik, motor listrik, atau bahkan solar cell. Ya memang cost dikeluarkan di awal lebih besar, tapi asli kedepannya pasti kepake banget",positif
09/04/2022,YKomedian,"Pertalite Rp. 10.000
Daripada pakai motor dengan BBM mendingan pakai motor listrik ramah lingkungan mengurangi polusi udara di kota, mengurangi biaya hidup disaat semua harga melangkah naik dan menjaga bumi kita tetap sehat dan kuat.",positif
09/04/2022,OpikTCA,Patut dipertimbangkan untuk mempunyai motor listrik,positif
09/04/2022,robertalsakan,@Risol_Isi @hk_didit @CNNIndonesia Mari kita siasati dengan motor listrik…,positif
09/04/2022,MagneticNetwork,@TeddGus Argumen yg solid bang. Saya juga berharap pemerintah bisa buat perangkat hukum utk percepatan industri kendaraan listrik setidaknya utk motor dulu karena pengguna nya 2 x lipat pemilik mobil. Alihkan subsidi BBM ke energi listrik,positif
09/04/2022,anissudinmarket,Udah banyak akhirnya vidio2 tentang motor or mobil listrik.. tapi di kolom komentar masih aja banyak yg merendahkan kendaraan listrik tersebut.. aneh anjir.. padahal itu keren lho..,positif
09/04/2022,keritinq,ada yg kepengen beli motor listrik ga sih setelah tau harga bbm naik,netral
09/04/2022,DICK_ana,Berfikir beralih ke motor listrik?! Saat ini belum menjadi sebuah solusi. Pilihan untuk beralih ke motor listrik pasti akan tinggi. Tapi Bali saat ini masih minta listrik ke paiton kalau ga salah.,negatif
09/04/2022,DenCybr,"Tentang motor listrik,
Mendingan Viar atau gesits?",netral
09/04/2022,katanye_mah,bbm naik bisa jadi elit global lagi merencanakan sesuatu untuk kita berganti motor/mobil listrik,negatif
09/04/2022,jollywhoopsy,nabung beli motor listrik,netral
09/04/2022,nouccchi,"@Boetzch oh gitu? iya sih di indo pajaknya mahal. 
tapi motor atau mobil listrik juga bukan solusi sih, angkutan umum solusinya, tapi utk kota2 kecil nungguin angkutan umum lebih lengkap juga tampaknya masih agak jauh ",negatif
09/04/2022,kafey,Fix motor listrik untuk anter jemput bocah nih.,positif
09/04/2022,yo2thok,"@TeupuguhC Kendaraan listrik adalah produk gagal yang diperkenalkan kembali. Motor listrik maupun mobil listrik adalah mainan, sehitidak tidak sekuat dan setangguh motor maupun mobil konvensional.

Cobalah tengok sejarah mobil listrik mulai tahun 1890-an hitidak sekarang.",negatif
09/04/2022,fegywasdead,ayo pindah ke motor/sepeda listrik bersamaku,positif
09/04/2022,pgrphnw,@RadioElshinta buzzer buzzer yang menggiring opini untuk kendaraan listrik logika nya di cabutkah sama tuhan ? warga yang berat beli bbm disuruh beli motorlistrik ? yang harganya 16 jutaan yang spek nya (hampir sama) dengan motor normal ?,negatif
09/03/2022,agsrhmd,@worksfess kalau beberapa menit jarak sama kantormu mending beli motor listrik/sepeda listrik,positif
09/03/2022,avitzena,@worksfess Mending beli motor listrik kalau buat PP kantor doang mah ga usah isi bensin,positif
09/03/2022,aimrod,@AndyHuskyyy W beneran kepikiran mau ganti motor listrik sih soalnya w tau perjalanan w bakal masih bisa dicover sama motor listrik (under 50-100 km tiap hari/minggu),positif
09/03/2022,dorasandoraa,Kayaknya mesti siap2 beralih ke motor listrik aja ga sih? Bensin makin mahal …,positif
09/03/2022,kaishaxxxx,"ih pertama kaliii naik motor listrik, vibrationnya minim bangett seruu",positif
09/03/2022,txtdaritng,Rekomendasi motor listrik yang bagus apaan tangs,netral
09/03/2022,maprialdii,"Kyknya harus beli motor juga si, biar ada alternatif lain kalau mobil pas lagi gabisa dipake. Tapi beli yg listrik aja, biar hemat",positif
09/03/2022,myarea_h,@ripbotttt Tenang udah ada motor listrik,positif
09/03/2022,13milyhar,Dah paling bener beli motor listrik aja.,positif
09/03/2022,daddymeoww,"@worksfess beli motor listrik aja, bbm mahal",positif
09/03/2022,Sigitlincah,"Mong-omong soal motor listrik, kemarin sempet interview di salah satu perusahaan yang kasih jasa tukar baterai. Coba sek swap energi. Cukup menarik model bisnisnya dan kayaknya berpotensi bagus.",positif
09/03/2022,serheine,@AndyHuskyyy motor listrik tu kaya gimana?,netral
09/03/2022,arung_samudra,"@AndyHuskyyy @ruliemaulana Udah pake motor listrik selama setahun, bayar pajaknya cuma 65 ribu.",netral
09/03/2022,kabarotocom,"70% Elektrifikasi Tahun Ini, Intip Pabrik Mobil Peugeot Listrik.

#kabarotocom #elektrifikasi #ev #electricvehicle #mobillistrik #motorlistrik #kendaraanlistrik",netral
09/03/2022,arireliyanto,@liputan6dotcom Saya sudah mengganti salah satu sepeda motor ke motor listrik dan akan semuanya listrik Pak,positif
09/03/2022,calumnutellx,"Baru kali ini naik GrabBike gak ngang ngong pas diajak ngomong sama Masnya, soalnya pake motor listrik sih dia.",netral
09/03/2022,yoedhaarie,"@kurniawan_wely @Roymr05464979 @pengarang_sajak Solutif!!
Motor listrik harga nya juga lebih murah dari motor bensin.",netral
09/03/2022,entertainmyf8,motor listrik yg nyaman buat dipake daily ride apa ya?,netral
09/03/2022,Insinyur_dito,@txtdrbekasi Volta sepertinya bisa menjawab rekomendasi Motor Listrik.,netral
09/03/2022,ali__ayyub,@sayacibo @CNNIndonesia Saatnya pake motor listrik,positif
09/03/2022,baeutifuls,"@worksfess beli motor listrik aja nder. harganya ga jauh beda sama motor matic. sekarang bensin mahal, kalau dari segi daya sm biaya lebih hemat motor listrik serius",positif
09/03/2022,master_powpou,@asumsico Jadi pengen pake motor listrik deh guys. Review dong yang udah pernah pake.,positif
09/03/2022,aitakattroll,@XADNXS bener dah kalau motor listrik udah ada yg recommend gw ganti ke motor listrik aja wkwkwk,positif
09/03/2022,Ghiirrr,Halo motor dan mobil listrik,netral
09/03/2022,eiza_septian,"Lupa isi bensin tadi pagi …
Sepertinya harus beralih ke motor listrik ni ",positif
09/03/2022,el_coooco,@qriqbgt motor konvensional masih lebih baik koq ... krn sepengetahuanku baterai motor listrik itu masih lumayan mahal:'),negatif
09/03/2022,Dwivarizky,@americanspicy Harusnya beli motor listrik aja kemaren,positif
09/03/2022,sarasssttt,Mari memakai motor listrik,positif
09/03/2022,anginapectorist,apa gw beli motor listrik aja kali yaa sepertinya lebih terjangkau,positif
09/03/2022,Sagabsagab,Harga motor listrik berapa guys?,netral
09/03/2022,Ridwanwhygr,@ferdyansyah2_ saat nya beli motor listrik kyk grab fer,positif
09/03/2022,ezwinilf,Pake motor/mobil listrik aje udeh,positif
09/03/2022,Ardi_Purnomo95,Fix beli mobil listrik aja sama motor hybrid,positif
09/03/2022,vickygabriel,Saat nya beralih ke motor listrik,positif
09/03/2022,valentnicholas,Bensin naik waktunya cari motor listrik,positif
09/03/2022,fekreeh,@TopherHaliman Ganti pake motor/mobil listrik top ‚,positif
09/03/2022,txtdrbekasi,Butuh rekomendasi motor listrik yang worth it,netral
09/03/2022,Indra45459501,@hk_didit @CNNIndonesia beli motor listrik aja dah lebih hemat,positif
09/03/2022,RakaWibi01,"Mari kita stop penggunaan bbm dengan cara memakai sepeda dan kendaraan listrik..!!!!

#stoppakaibbm #motorlistrik #bbmnaik #BBMNaik_RakyatMenjerit  #bbm_benarbenarmeroket",positif
09/03/2022,isnanhady,"@SiaranBolaLive inilah saat yg tepat untuk beralih ke kendaraan bebas emisi seperti motor listrik, lebih ramah lingkungan",positif
09/03/2022,jokespiter,ganti naik motor listrik aja lah kalau gitu elah caur,positif
09/03/2022,fajarkumala,"@baguz775 @teguhinvestor kurang banyak, karena belum punya motor listrik",netral
09/03/2022,lesterlest9876,"@asumsico Emang paling bener nabung buat electric vehicle. Entah motor ato mobil. Kmrn itung2 Hyundai Kona listrik 500rb bisa jalan 3000km. Pajek per taun 1.5jt. Mobil gw brio 500rb jalan 450km, pajek per taun 2.3jt. Anjeng emang ‚",positif
09/03/2022,antifom0,"BBM NAIK wkwkkwwk dan akan terus naik namanya juga sumber daya alam pasti akan habis,,, mending pindah ke motor listrik 60 km cuma 3 rb wkwkwwk  ",positif
09/03/2022,Bayu_AS_,"Beli motor listrik be kali ya, biar kaga pusing ngantri bensin ama harga bbm naik wkwk",positif
09/03/2022,semuanyasenang,Sudah saatnya membeli motor listrik yang lucu itu,positif
09/03/2022,ocean_boiii,Semoga bisa kebeli motor listrik biar hemat BBM,positif
09/03/2022,Jametetapubrick,Terlintas ingin beli motor listrik,positif
09/03/2022,darkngit,Yak mulai nabung buat beli motor listrik,positif
09/03/2022,saedeulaah,"duh makin khawatir bbm naik. dr bulan lalu cari2 motor listrik, yg worth it buat sehari pp ±50km brand apa sii",netral
09/03/2022,raihan_taruna,Bbm naik tapi motor listrik viar tetap tenang,positif
09/03/2022,dprtmas,Ingfo motor listrik cuy,netral
09/03/2022,littlemagicia,@ndrypd make motor listrik aja,positif
09/03/2022,Amiinkun,beli motor listrik 4-5 juta lebih oke keknya,positif
09/03/2022,AganSam,@chocolatpurple Mending motor listrik yg pake batre apa yg dicas ya?,netral
09/03/2022,adhit_wardhana,@arioayik @sakkakun Saatnya beralih ke motor listrik,positif
09/03/2022,Ardito27,udah waktunya ganti motor listrik kan?,positif
09/03/2022,chocolatpurple,Beli motor listrik ah,positif
09/03/2022,ryan_triant,Bensin naik otw pake motor listrik,positif
09/03/2022,NugrohoFadhiil,"+bbm yang dah resmi naik, bisalah ni produsen motor listrik nawarin skema pembayaran cash tanpa kredit buat nambah customer acquisition",netral
09/03/2022,syalalalalauii,emang paling bner pake motor listrik deh,positif
09/03/2022,Rrestiani_,"Suka saya mah sama yg mendadak2 gitu tuh.. gemessh deh...
Pake motor listrik aja lah yuk.. ",positif
09/03/2022,aimrod,@AndyHuskyyy @pffharrel Otw nyicil motor listrik,positif
09/03/2022,Baldebaran__,emg udh bener beli motor listrik kayanya.,positif
09/03/2022,pinguinprop,Waktunya beli motor listrik.. ada yg murah dari 10 ama 12 juta nih..,positif
09/03/2022,sang_berlian,Keknya beli motor listrik aja deh,positif
09/03/2022,st0pw4tch,"cita cita beli moge tp harga bensin makin mahal, mending buat beli motor listrik aj dah",positif
09/03/2022,kafy_adi,Mobil  motor listrik solusi pemanasan gelobal?? ketawa aja lah ya,negatif
09/03/2022,Johan_Vicx,@detikcom Makanya harga mobil atau motor listrik jangan mahal2 harganya jd bisa beralih ke kendaraan listrik semua. Terus fasilitas tpt cas kendaraan harus diperbanyak.,netral
09/03/2022,dhikaagung95,@cemut_kewcil Coba sewa motor listrik aja siapa tau lebih murah,positif
09/03/2022,xcrofflex,Kepingin beli motor listrik aja harus nabung dari sekarang..,positif
09/02/2022,onseneggx,"Pengen deh beli motor listrik, cocok buat gue yg rada budeg",positif
09/02/2022,blacxxvgar,Beli motor listrik kali yaa,positif
09/02/2022,onseneggx,"Literally amazed sama motor listrik, barusan nge grab dapet motor listrik",positif
09/02/2022,jericoy,@detikcom Segerakan mobil/motor listrik yg murah dan bebas fiskal/pajak/ppn dan bebas ganjil genap,positif
09/02/2022,bimolaksono666,@BerkahWidodo6 Wah mantep Wuling Almaz Hybrid dibekali motor listrik torsi tinggi 320 Nm,positif
09/02/2022,latifnurrohmah,@tirta_cipeng Mgkn solusi utk karyawan yg jarak nya dekat dg kantor atau perusahaan bisa menggunakan speda atau beralih ke speda motor listrik biar lbh irit,positif
09/02/2022,sonia_gabyy,Kemarin order grab dapet abang yg naik motor listrik. Terus tiba-tiba naksir walaupun w gabisa kendarain motor ya. Lumayan buat jajan ke indomaret ma Anka nanti,positif
09/02/2022,hwie33,"@CNNIndonesia udah.. mending motor listrik untuk pembelian th 2022 bebas semua pajak aja.. pasti laku keras, trs motor lama di sediakan bengkel modif jd listrik..",positif
09/02/2022,faris_sina,"@adhmrdkn E-bike sama sepeda motor listrik masih relatif affordable, 20 jutaan udah bisa dapet, semoga bisa makin murah",positif
09/02/2022,hambaskinker,"Pertama kalinya naik goride motor listrik, mesinnya enak banget minim getaran soft banget di jalan. Tapi emang cenderung kecil sih space duduknya",positif
09/02/2022,Traffic_Jogja,MENTERI ESDM : KONVERSI MOTOR LISTRIK DORONG PERTUMBUHAN INDUSTRI BARU,netral
09/02/2022,KehidupanPensil,Dan para pengusaha dan swasta ini adalah momentum atau peluang bisnis untuk menjual kendaraan listrik. Karena permintaan  kendaraan listrik tersebut sangat tinggi. Dan pentingnya dealer resmi membantu menjual kendaraan listrik. Yg paling utama adalah motor listrik yg dapat,netral
09/01/2022,p4piKRiS,"@rokan66 @detikcom Bentar lagi motor listrik mulai seliweran dijalan, kmaren udh ada di pameran Gaikindo kalau mobil listrik masi rada lama keknya... bangun pabriknya disini masih panjang jalannya.",netral
09/01/2022,arireliyanto,"@CNNIndonesia Yuuk beralih ke motor listrik seperti negara2 besar di asia sudah mulai.

Saya sudah mulai meremajakan kendaraan roda dua sy dengan motor listrik.",positif
09/01/2022,MuhammadChoeru7,"@MyUsername247 kalau motor listrik Belum ada yg menarik
kalau mobil listrik
Ya tentu hyundai sangatlah menarik..",netral
09/01/2022,MyUsername247,Gimana? Udah tergiur dengan motor listrik?,netral
09/01/2022,agenmossad,@detikcom kalau ada motor tenaga listrik yang murah saya juga mau beli pak..,positif
09/01/2022,AwamMakhluk,"@CNNIndonesia Anjay disuruh ke motor listrik, hhh... Terus gaji rata2 masyarakat kita apa ya cukup utk biaya ngeces nya........., bapak ini terlalu dongak, jarang nunduknya kayaknya",negatif
09/01/2022,SahabatPLNJkt,"Parade ini terdiri dari 77 motor listrik dengan 20 di antaranya adalah motor konversi dari BBM ke listrik oleh PLN. Parade diikuti oleh Menteri ESDM, Arifin Tasrif, Direktur Utama PLN Darmawan Prasodjo, Gubernur Bali I Wayan Koster dan seluruh stakeholder di Provinsi Bali.",netral
09/01/2022,keepitsecretsz,ingetin gue kalau entar ke kebun raya mending naik motor listrik dah ya,positif
09/01/2022,_pln_id,"Parade konversi motor listrik ini menjadi salah satu cara mengajak masyarakat beralih dari kendaraan berbasis BBM ke listrik. Dengan beralih ke kendaraan listrik maka negara bisa menghemat impor minyak mentah dan BBM. 
#KonversiBBMkeListrik #PLNUntukIndonesia #PoweredbyPLN",netral
09/01/2022,ms_noviaaa,"harga pertamax uda kayak harga nasi padang, paling bener kayak ayah naik motor listrik ",positif
09/01/2022,plnuipsumbagut,"Pemerintah menargetkan 13 juta motor listrik baru maupun konversi pada tahun 2030. Dalam rangka mendukung program ini PLN menyiapkan 400 unit motor konversi BBM ke listrik. 

#PLN #MotorListrik #KonversiBBMkeListrik #ElectrifiedG20 #PLNTheFutureEnergyProvider #KendaraanListrik",netral
09/01/2022,plnuidbali,"Pada kesempatan ini juga, selain bantuan pemberdayaan dan alat bantu bagi penyandang disabilitas, PLN Peduli juga memberikan bantuan berupa Motor listrik pengangkut sampah kepada kelompok Bank Sampah Dywik.

#TJSLPLN
#PLNUIDBali
#PLNPeduli
#PoweredByPLN
#PLNSelaluHadir",netral
09/01/2022,plndisjatim,"memberikan pilihan untuk masyarakat agar lebih yakin beralih menggunakan kendaraan listrik, terang Hamzah.

Dukungan yang diberikan PLN yakni untuk pengembangan motor listrik Bangkits Cenderawasih berupa motor trail dan konversi sepeda motor berbahan bakar bensin ke listrik.",netral
09/01/2022,yusufiman,Sedang memikirkan betapa menariknya motor listrik buat harian,positif
09/01/2022,idilatora,Kalian sudah tau belum prosedur konversi motor BBM ke motor listrik yang sah salah satunya adalah polisi akan mengecek status sepeda motor #KonversiBBMkeListrik,netral
09/01/2022,iswariyaw4,Program konversi motor BBM ke LISTRIK adalah salah satu program transisi energi yang dicanangkan pemerintah  #KonversiBBMkeListrik,netral
09/01/2022,kahyangbuna,Salah satu prosedur konversi motor BBM ke motor listrik yang sah adalah Pengajuan cek pisik kendaraan ke korlantas oleh bengkel #KonversiBBMkeListrik,netral
09/01/2022,arinuzula,"@ZilaAr_ Yuk beralih pake motor listrik. 
#KonversiBBMkeListrik",positif
09/01/2022,DM_N4BYL,@muanispoll Keren nih!! Semoga konversi motor BBM ke motor listrik segera direalisasikan  berjalan  lancar..Amin  #KonversiBBMkeListrik,positif
09/01/2022,DM_N4BYL,@Bakar_smit ayok kita dukung konversi motor BBM ke motor listrik segera direalisasikan  #KonversiBBMkeListrik,positif
09/01/2022,jacksparrow_us,"@e100ss kalau bicara ekosistem, ITS bisa cari standar pengisian baterai baru yg universal macam usb type C, disamping sistem swap baterai yg sudah ada. jadi semua motor listrik jenis colokan nya satu yaitu kreasi anak ITS",netral
09/01/2022,sulisrahmadanii,"@Aan__CoverBOYkw Dukung Sangatt beralih ke motor listrik 
#KonversiBBMkeListrik",positif
09/01/2022,DM_N4BYL,"@RatuN1s4 Keren dong
Semoga konversi motor BBM ke motor listrik segera direalisasikan dan berjalan dengan lancar 
 #KonversiBBMkeListrik",positif
09/01/2022,Meisyariindah__,@rofiiiiah Mantap nih konverensi motor BBM ke Motor Listrik keren bgt #KonversiBBMkeListrik,positif
09/01/2022,dioxidd,@Panggilvee Asli jadi kepengen beli motor listrik nanti beberapa taun kedepan,positif
09/01/2022,DM_N4BYL,@Jo_arneta0809 dukung konversi motor BBM ke motor listrik segera direalisasikan dan berjalan lancar #KonversiBBMkeListrik,positif
09/01/2022,Frengki11282902,Kita semua sangat mendukung konversi motor BBM ke Motor Listrik karena itu sangat berdampak baik untuk kedepannya. Dan pemerintah sudah mentargetkan  13 juta motor listrik #KonversiBBMkeListrik,positif
09/01/2022,Hasbi86233089,"Semoga ada banyak dampak baik yang dapat mendorong keterlibatan aktif para pelaku  usaha komponen motor listrik konversi, controller,  penyedia baterai #KonversiBBMkeListrik",positif
09/01/2022,yoube10ngwithme,aku dukung penuh program konversi motor bbm ke listrik yang bisa jadi percepatan transisi ke energi yang lebih ramah lingkungan! udah gitu bakal lebih irit dari segi perawatan motor dan ngecharganya juga efisien waktu † #KonversiBBMkeListrik,positif
09/01/2022,y00ungdumb,seneng bgt pemerintah mencanangkan program konversi motor bbm ke listrik! semoga segera terealisisi supaya kendaraan bisa pakai energi yang lebih bersih. long live gaya hidup yang lebih hijau š #KonversiBBMkeListrik,positif
09/01/2022,Reksi48181323,Semangat pemerintah dalam hal ini semoga konversi motor BBM ke Motor listrik segera direalisasikan dan berjalan dengan lancar serta memberi dampak positif bagi kita semua #KonversiBBMkeListrik,positif
09/01/2022,treasureeeeeeex,pengin apresiasi setinggi tingginya buat pln yang nyiapin 400 unit motor listrik untuk pekerjanya buat dukung program konversi motor bbm ke listrik! batidak bgt semoga bisa jadi langkah awal untuk kehadiran program transisi energi yang lainnya #KonversiBBMkeListrik,positif
09/01/2022,Si_enha,"Konversi motor BBM ke Motor listrik emang perlu dilakukan agar bisa mengurangi subsidi BBM yang sudah ada
#KonversiBBMkeListrik",positif
09/01/2022,_pln_id,"Pemerintah menargetkan 13 juta motor listrik baru maupun konversi pada tahun 2030. Dalam rangka mendukung program ini PLN menyiapkan 400 unit motor konversi BBM ke listrik. 

#PLN #MotorListrik #PLNTheFutureEnergyProvider #KendaraanListrik",netral
12/24/22 23:55,ajengrchmwt,Hari ini baru ini akhirnya ngerasain naik motor listrik,netral
12/24/22 23:06,Kabelkebakarr,"DKetua DPR RI Puan Maharani diboncengi Menteri Pemberdayaan Perempuan dan Perlindungan Anak (PPPA), I Gusti Ayu Bintang Darmawati, menggunakan motor listrik.",netral
12/24/22 21:42,gdtrngr,Motor listrik menggiurkan,positif
12/24/22 18:07,leehwitaek_,paling ngindarin gojek motor listrik. tpi kenapa dapetny yang motor listrik bjir,negatif
12/24/22 15:57,earthmixnation,Naik motor listrik buat jarak jauh apalagi dgn kondisi lo bawa banyak barang tuh gak enak bgt. Bangkunya terlalu ceper,negatif
12/24/22 13:31,Daksaaaan,"Baru tau, ternyata motor listrik itu di sewa sama ojek online kirain di beliin haha",netral
12/24/22 10:34,akitongs,Kudu mulai cari motor listrik sepertinya,positif
12/23/22 19:52,arginyaw,ih motor listrik gojek gemes bangeeet,positif
12/23/22 18:11,putridaradasih,"Naik gojek, dapet yang motor listrik ",netral
12/23/22 10:44,notbuzar,Motor listrik designnya kaya capung semua tuh kenapasi,netral
12/23/22 8:03,RolyPutri,"Pas ke kantor hari Selasa kemarin, parkiran motor di B1 ada yg lagi dikosongin gitu. Nanya ke satpam katanya untuk parkir motor listrik dan sekalian tempat ngechargenya.

Mm menarik. Jadiin aja apa ya beli motor listrik? Tapi boleh gak pake plat gak sih? ",positif
